text,label
Acredito que duas pessoas bem tímidas não formariam um bom casal.,1
"Use seu cérebro, pense e escolha o que quer.",1
"Não é careta, pelo contrário, é carinhoso, prestativo e tenta sempre pagar a conta.",1
Minha fantasia é viver mais uns 100 anos com a pessoa que amo e acredito que é possível realizar isso.,1
E nos fez imaginar.,1
"Quando eu era criança, eu queria ser um piloto, mas agora estou estudando Engenharia Florestal.",1
"Pode entregar na responsabilidade dele, pois ele sabe o que fazer.",1
"Agora, se você descobrir que ela te traiu, não perdoe!",1
Você não tem um amor.,1
"Sugiro descansar um pouco, assim sentirá prazer.",1
Eu aceito somente se for com você.,1
Uma pessoa pode se apaixonar por outra.,1
"Isso não é fácil, mas lhe dou uma dica: nunca importune-o.",1
"No momento não, quem sabe um dia, né? Mas obrigada pelo convite!",1
Meu seio e minhas nádegas flácidas.,1
Ficar de expressão fecha não dá.,1
"A minha foi péssima, por isso que, hoje, vivo como uma criança.",1
"Isso é só para esportes, em geral e futebol.",1
Não fico sem fazer algo para agradar ninguém.,1
"Caso ele queira me adotar, ficarei muito feliz.",1
Vamos cessar essa concepção romantizada que a mídia impõe a nós.,1
"Se ele não vai à igreja, o problema é dele.",1
"Isso parece ser loucura, mas é devido aos nossos instintos básicos, ou seja, animais.",1
"Foi muito legal. Assisti o filme ""Jogos Mortais 3"" no sábado e no domingo fui na feira do livro aqui em Porto Alegre.",1
"Boa ideia, estou precisando mesmo. Quem estiver doando, me procurem, pois aceito.",1
"Certo, também gosto de novas amizades.",1
"Morrer por alguém pode denotar suicídio, que contraria os meus princípios, então certamente haveria outra solução.",1
Também te desejo uma boa noite!,1
Não vejo como pode ser diferente quando fico feliz ao estar certo.,1
Ainda não te conheço mas já te adoro.,1
"É muito bom, mas, você irá chorar ao receber uma infração sem motivo.",1
"Eu sim, bem mais do que quando estou com meu namorado.",1
Solicite paciência ao seu marinheiro.,1
"É um modo de entretenimento, pois pode se transformar em algo bom, sei que vocês mulheres gostam.",1
Dê um botão de rosas para sua esposa e diga que você a ama. Beijos e seja feliz!,1
"Obrigado, estou bem em meu estado atual.",1
Apenas um e como é saboroso!,1
Algumas vezes pode vir a ser necessário.,1
"Um abraço, Stela.",1
"Seja descolado, decidido e simpático. Caso não funcione, seja você mesmo.",1
"Sempre vai existir, e é preciso ter cuidado, seja casado ou nao.",1
"Tirando o preparo financeiro, as demais coisas estão ""okay"".",1
"Você tem que se arriscar, mas não fique triste com isso.",1
"Se ela pediu a você por um tempo, isso significa que ela não gosta de você o suficiente, não te ama.",1
"Dialogue com ela, ajude-a!",1
A resposta é negativa para o homem pobre.,1
Fui copulando sem fazer questionamentos.,1
Não deixo de fazer nada por causa de alguém.,1
"Olha o homem que anda na gandaia, você é feio!",1
"Apenas um, mas uma delícia.",1
Certamente é isso que os homens procuram.,1
Eu te aconselho a rever seus conceitos.,1
"Nossa, e como tem.",1
"Isso você não pode negar, pois é sério!",1
"Eu, você e a Amanda.",1
"Acredito que não, pois eu iria até gostar disso.",1
"E eu estou namorando, pela primeira vez!",1
"Rapaz, ame bastante a sua namorada.",1
"ótimo, porque se tiver mais algumas, mande pra nós.",1
"Oi Sensato, acredito que você tenha sido rude demais, pois todas as características citadas são intoleráveis em um homem.",1
"Uma coisa é eles darem um tempo à você e sua namorada se entenderem, outra é você não procurá-los.",1
Já disseram que a obesidade passa-se em um aperto de mão e que pessoas obesas tem que pagar mais impostos e etc.,1
E o pressione!,1
Eu sei como tratá-las.,1
Todos temos essa capacidade.,1
Tem em mente voltar ou ter alguma relação com você.,1
Tendo em vista que somos frutos dele.,1
"O fato do homem querer que a mulher viva só pra ele é sinal de possessividade, não necessariamente amor.",1
Felizmente você aceitou fazer parte do Y.,1
Use rifo cina nos ralados e eles estarão cicatrizados dentro de 3 dias.,1
"É uma situação absolutamente normal, alguns podem sangrar mais, outros menos e ainda uma parte sequer sangram por possuir o hímen complacente.",1
Aproveite sua vida.,1
Simplesmente coabitando com pessoas diversas.,1
Porque gostam de viver uma vida com pouca intensidade.,1
"Ainda que você seja muito interessante para ele, a outra também deve ser muito boa para ele.",1
Acredito que quem não compreendeu a mensagem foi você.,1
"Que bom, do contrário, haveria uma briga.",1
Ainda estou indeciso sobre qual é o pior: o hambúrguer ou o sorvete.,1
Depende do que você quer fazer.,1
"Procure uma igreja, lá você encontrará Deus e Ele te dará uma nova vida.",1
"Não se importe, um sonho é apenas um sonho.",1
"Eu adorei, por isso prefiro cabelos curtos.",1
"Agora, depende do que ocorrer.",1
"Já tive essa experiência, pois eu lhes pergunto: quem nunca foi traído em um relacionamento? Aqueles que negam são mentirosos ou cegos.",1
Meu peito e minha bunda são caídos,1
Você vai ficar sabendo qual é o piso salarial.,1
Pois somos frutos dele.,1
"Faça com que ela deseje esse momento tanto quanto você, faça coisas inesperadas e seja você mesmo.",1
"Ele é tão ""homem"", que não aprecia nem mesmo ter aparência masculina!",1
"Dialoguei com uma pessoa sem nenhuma inteligência, acabei beijando uma garota que odiava.",1
"Sugiro fazer novas amizades e se matricular em algum curso; se já cursa algo, procure ser amigo com quem conhece, acredito que será divertido.",1
"Ao que parece, a separação é de bens é parcial, ou total, não sei ao certo.",1
"Se este caso fosse algo único a você, seria possível resolvê-lo.",1
Infelizmente não deu certo para mim.,1
"Acredito que o mais importante seja sanar suas dúvidas, independente da quantidade de respostas.",1
"Ele é tão masculino, que não gosta nem de apresentar uma aparência de homem.",1
Que bom!,1
"Mas, sem cuidar dos seus entes queridos, em pouco tempo, você ficará infeliz e tudo irá se desmoronar.",1
"Acho esse questionamento totalmente equivocado, pois se você considera que ama a pessoa errada, é porque você não soube escolher.",1
"Podem ser tímidas, porém precisam ser excelentes em suas atividades e inclusive em sua intimidade.",1
"Na minha opinião, é o ser supremo.",1
Este pote de mel pertence a uma só pessoa.,1
"Eu, por exemplo, não conto mais quando os ex-namorados telefonam e dão em cima.",1
"Eu não respondi a pergunta anterior mas, espero que você esteja bem.",1
Não olhe!,1
"Acredito que ambos são bons, apenas dependem do momento que se está experienciando.",1
Até mesmo eu que sou mais ingênuo.,1
As mulheres significam tudo nesse mundo na minha visão.,1
"É muito relativo, pois depende muito de cada pessoa!",1
Que nossas vidas sejam abençoadas por Deus!,1
"Verifique seu e-mail, talvez alguém já tenha enviado algo.",1
Eu acredito que sim.,1
Eu sempre soube como seguir em frente com a minha vida.,1
"Ela me ofertou o seu pedido formal de desculpas, contudo o pedido não foi aceito.",1
Quando estamos apaixonadas tendemos a ver as coisas sempre a nosso favor.,1
Siga o caminho até conseguir encontrá-la.,1
Eu gosto de fazer isso na areia e no mar.,1
"Lamento caso não tenha se arrependido verdadeiramente, porque dessa forma irá queimar no fogo do inferno.",1
O que te incomoda? Podemos conversar.,1
Não consigo esquecer de um maravilhoso ex-namorado que tive.,1
"Não sei, isto é com você.",1
Obrigado por dar a chance de meu marido nascer. Ele é incrível!,1
Pare de ser vulgar.,1
O pior é eles não se respeitarem.,1
"Gostei da pergunta, estarei atenta às respostas.",1
Acredito que esse questionamento é totalmente errôneo. Amar a pessoa errada é ter errado na escolha.,1
Até a minha pessoa que é mais inocente sobre o assunto.,1
Uma com pedras e conchas para o Carnaval de 2007.,1
"Olá, acredito que você seja muito simpática, e que procure deixar as pessoas à vontade.",1
Havia tanta poeira que apresentei sintomas alérgicos.,1
"Gosto dos dois, mas ficarei por pouco tempo, por isso estou aproveitando enquanto posso.",1
Uma borboleta dourada com asas azuis.,1
Essa informação está no meu perfil.,1
"Eu deixaria, mas também deixaria bem claro que ela deve se manter sozinha, sem minha ajuda.",1
Você está se confundindo com seus sentimentos.,1
"Me sinto muito superior em pensamentos, atitudes e praticamente em tudo.",1
"Sim, realmente há dias que tenho vontade de dormir o dia inteiro.",1
"Aquela pessoa que ama, mesmo tendo sido magoada, não se afasta dos outros.",1
"Hoje, eles estão bem longe de Pernambuco.",1
"Não tenho certeza se é correto mas, em alguns momentos, é necessário.",1
"Alguns dizem não ser importante, mas acredito que, caso usufruísse de mais beleza, teria uma vida mais fácil.",1
Uma combinação dos dois ficaria perfeita.,1
"Eu já tive essa experiência antes, mas hoje sou muito feliz, pois conheci outra pessoa e me casei com ela.",1
"Eu vi minha prima, de 13 anos de idade, se masturbando no banho.",1
Necessidade de repousar.,1
Tanto faz o tipo de boca desde que o produto seja bom de forma geral.,1
"Leia o livro do Samitiba, você vai gostar.",1
Encontra-se no meu perfil.,1
As amizades são sempre aceitáveis.,1
Isso não demonstra que você não é uma pessoa interessante.,1
E tomar um bom banho antes de dormir.,1
"Infância. Apesar de ter 18 anos, para mim não há nada melhor do que a infância.",1
"Graças à Deus não ocorreu comigo, foi tudo na época certa!",1
"Na minha opinião, não há diferença alguma, amor e paixão completam-se, o que é muito bom.",1
É isso mesmo minha preciosa.,1
"Não mude de atitude, enfrentá-las poderá ser prejudicial.",1
O melhor é que eles tenham uma conversa para decidir se amam realmente um ao outro antes de irem morar juntos.,1
"Eu gostaria, primeiramente, de uma amizade verdadeira, depois, um amor verdadeiro.",1
Sugiro iniciar um relacionamento com um homem 15 anos mais jovem que você.,1
"Porque ele são infelizes, egoístas, mal-humorados e incapacitados.",1
"Mas ele estando bonito e bem vestido, é encantador.",1
Rejeite ela.,1
Você está onde sempre esteve.,1
"Caso façam algo que prove que não são de confiança, então não serão pessoas para se ter como amigos!",1
"Apesar de tudo, não estou preparada financeiramente.",1
O presente somente apresentas coisas ótimas.,1
Ninguém pode ser feliz no seu lugar.,1
Seja mais perspicaz que ele!,1
"Isso é inegável, ela realmente é séria.",1
"Acredito que nós, mulheres, não somos indiscretas em si, mas nutrimos uma necessidade de nos mantermos informadas acerca de tudo.",1
Tudo é excelente.,1
"Você pode dispensá-la, de forma bem elegante.",1
Há diversos grupos que cobram barato.,1
Ainda que ela não goste dessas futilidades como o resultado do Campeonato Brasileiro de Futebol.,1
"Não tenha pressa, certamente um dia ocorrerá com você no momento certo.",1
"É insano, mas são nossos instintos animalescos.",1
"Mas enfim, se a pessoa quer ter outra pessoa, deve terminar e ter quantos relacionamentos desejar!",1
O que machuca é a indiferença e não a paixão.,1
Sou homem e adoro mulheres.,1
Não vejo futuro para vocês.,1
"Aí ele entenderá, e não ""forçará a barra"".",1
Reconhecendo suas próprias qualidades e não se deixando influenciar.,1
Tudo bem comigo.,1
Eu acredito que todos os homens tem receio de se submeter integralmente a uma mulher.,1
"Foi muito divertido, pois assisti Jogos Mortais 3 no sábado e fui na feira do livro no domingo aqui em Porto Alegre.",1
E por aí vai.,1
"Porque mulher também têm, em pouca quantidade, mas tem!",1
"Boa tarde, que bom, não.",1
Devido a pesquisas utilizando embriões serem tidas como experiências com cobaias de vidas humanas pela Igreja.,1
"Não é que todas as mulheres bonitas sejam burras, toda regra tem exceções próprias.",1
Ai ele vai perceber e não irá insistir da mesma forma.,1
"Fique atento, é necessário ter uma conversa séria e franca.",1
Iniciei a atividade sexual sem antes obter consentimento.,1
"Apesar de haver muitas coisas que gostam, de uma coisa eu lhe garanto.",1
"Uma garota deve primeiro conhecer com quem sairá, e se quiser ""cama"", sem problemas!",1
"Acredito que qualquer tipo de traição seja complicado, para o traído é a situação é bem pior do que para o traidor.",1
Você pode ter certeza que sim.,1
"De acordo com esses ditos estudiosos, Maria foi mãe de Jesus e Madalena foi sua mulher.",1
Mas é muito fiel ao seu amor.,1
"Isso é pelo mesmo motivo anteriormente citado na outra pergunta, aquela sobre o pai.",1
Eu expresso o que penso e não me preocupo muito com a sua repercussão.,1
Como será que foram os batimentos cardíacos da pessoa que testou o primeiro paraquedas.,1
Só gostaria de receber notícias caso sumisse também.,1
Não existe nada melhor.,1
Boa noite para você também.,1
"Não, mas confesso que a maioria das mulheres tem esse desejo oculto, porém não admitem.",1
"Eu considero o Ronaldinho bonito, por isso você já deve ter constatado qual seria a minha escolha.",1
"Fala com ela isso, você pode acabar machucando-a se ficar com ela sem sentir atração.",1
"Eu tenho muitas habilidades, pois faço várias coisas dentro da minha área de trabalho e não paro de trabalhar.",1
"Toda vez que ele chorar, você oferece a mamadeira, mesmo que no começo ele não aceite, em algum momento ele cederá.",1
"Tenho a impressão de que seu relacionamento acabou mesmo, provavelmente devido ao número de desgastes ao longo dos anos.",1
Eu beijo de olhos abertos algumas vezes e meu namorado também!,1
"Não pense que eu quero o seu mal, apenas não quero mais me relacionar com você.",1
"Vi minha prima, que tinha 13 anos, masturbando-se durante o banho.",1
"Acredito que os dois são bons, mas depende do momento em que estão vivendo.",1
Aproveitando a sua vida ao máximo.,1
Estou percebendo pela pergunta.,1
Quand precisamos de ajuda é que sabemos,1
"O meu conselho é: mantenha suas amizades sempre, se ela realmente gostar de você, saberá entender.",1
"O melhor a se fazer é consultar um advogado, mas acredito em sua inocência.",1
Eu diria a ele que vá procurar outra coisa pra fazer (e sozinho) porque eu estou indo embora.,1
"As panelas de barro deixam a comida mais saborosa, principalmente a feijoada e a moqueca.",1
"É uma pena, se fosse cinco anos mais velho eu provavelmente não veria problemas.",1
"O moço está tendo um ataque cardíaco! Você - Eu quero o seu amor, gata!",1
"Se durante o namoro é assim, imagine após o casamento.",1
Não deve estar nem acima e nem abaixo do peso.,1
"Resolveram reatar a relação, mas com uma condição: que seja cada um em sua própria residência.",1
"Não vá embora, por favor.",1
Isso é muito bonito.,1
Creio que esta pergunta está totalmente errada. Se você ama a pessoa errada é porque você não soube escolher.,1
Fale a verdade mesmo que ela não acredite.,1
"Acaricie as plantas com esmero, sinta a água escorrer entre teus dedos e imagine-se envolta em um feixe de luz branca.",1
"Se eu estivesse no seu lugar, partiria para outra e tentaria ser feliz com uma outra pessoa.",1
"Se ele não vai à igreja, a decisão é dele.",1
"Na minha opinião, não tem diferença nenhuma, amor e paixão se completam, o que é muito bom.",1
Porque são burros.,1
"Não atrofia de forma alguma, caso deixar de pensar e fazer.",1
"Se Jesus perdoou, nós também podemos.",1
Isso é devido à ela provavelmente gostar de você.,1
"Olha amiga, eu tenho maior tesão por esta fantasia a três e tenho pouca sorte para realizar.",1
"Acredito que não exista lugar para tantas pessoas diferentes ocuparem o mesmo espaço, mas se existisse seria muito divertido.",1
"Acontece que as mulheres disponíveis são feiosas, e com mais de trinta anos de idade.",1
Também posso me tornar um amigo fidedigno.,1
Vou tomar um bom banho antes de dormir.,1
"Meu amigo, eu tenho esse mesmo problema, mas, no caso da minha esposa, é em função de problemas de saúde.",1
"Sim, responde a nobre mulher.",1
"Nesse momento, todos nós é que pagamos por isso.",1
"Tenho em mente que, fico muito mais bonita em dias de frio.",1
"Essa é uma boa pergunta mas, de maneira alguma, eu trocaria o certo pelo duvidoso pois, caso não desse certo, eu acabaria muito machucada.",1
Fique em um hotel fazenda.,1
Nós somos doentes por ficarmos aqui durante todo o dia.,1
"Apenas do Edson Celulari, pois ele é casado com uma mulher maravilhosa, que não se importa comigo.",1
Inspire-se no exemplo daquelas mulheres de Atenas.,1
"Caso façam algo que provem não ser de confiança, não são pessoas para se ter como amigos!",1
Você é quem está falando isso.,1
"Caso a outra pessoa aceite a relação sexual com preservativo, ótimo.",1
A idade não importa. O amor é o mais relevante.,1
"Sem saber como você é, desculpe.",1
"A pessoa só amadurece se desejar, mas não pode escolher se envelhecerá ou não.",1
"Para ela alcançar o êxtase, a relação tem que ocorrer ""de ladinho"".",1
Beijos e boa tarde.,1
É viável alcançar meu sonho: viver com minha amada mais de 100 anos.,1
Com certeza é provável.,1
"Nem sempre, pois sou mulher e, além de não gostar de cozinhar, eu gosto de futebol.",1
