text,label
I am led to believe that my girl is cheating on me.,1
I need a female to answer this question.,1
You do not want to look like that girl by trying too hard.,1
Sometimes it is preferrable to act intellegently rather than insist on being right.,1
I will not be rushing out to buy it!,1
It can be confirmed that my neighbor performed the kidnapping.,1
"The song is called ""It's Been Awhile"" by the band Staind.",1
"I do not know what is going to heppen, but I am excited",1
"No, but I would like to see it because it looks like a great movie.",1
"That would be ""Moonage Daydream"" by David Bowie. I also like the music of My Chemical Romance, and The Used.",1
You do not have to go off and call.,1
"I'd chime in, haven't you guys ever heard of closing the door?",1
"You can visit www.download.com and search for ""Dj Software"" and download it.",1
Treasure it and grow with it; it is a wonderful thing.,1
I don't know but I think that would be awesome.,1
TAKE THE GUN OUT AND POINT IT AT HIM.,1
"Except, well, it possibly messed up the timeline.",1
"No, my boyfriend is younger than I am.",1
I would like a martini made with Stolichnaya and a little olive juice.,1
I believe the title was The Incredible Mr. Limpitt.,1
I find myself asking the same question about meeting a decent gentleman.,1
Be genuine and do something nice like buying her flowers.,1
Simply tell her how you feel.,1
"Because he does not want anymore conversation, that is why.",1
I need to know more Enzyte because my other girlfriends aren't enjoying their time with me.,1
I'll be glad to continue from where you left off.,1
Cook and clean for him.,1
Not in my viewpoint because some people are really attractive with their weight.,1
He needs to get over it.,1
Are you watching Friday the 13th or Freddie vs. Jason?,1
"The group NOFX- 'Please Stop..my Mom', and the Buzzcocks- 'Ever Fallen in Love'.",1
"Why do you think they keep killing Kenny from the show ""South Park?""",1
"Why are you also here if you think it is creepy, that makes you a coward!",1
If you have 'on demand' you can watch the show on TV when you want.,1
"If you don't talk to her, then yeah.",1
The newest questions get more activity on Yahoo!,1
My parents must think I am the worst daughter.,1
"I love my wife very much, but whenever I think about sex with her, I feel full of dread.",1
"Now that you're in a relationship, you shouldn't be watching pornography.",1
"They say, ""Bad boys, bad boys, whatcha gonna do? Whatcha gonna do when they come for you?""",1
"However, I do not recall her name.",1
"I would say, go flow with your heart. That is my best advice right now.",1
"If he is gay, how did he make love with you the night before he leaves?",1
"I went to school with an individual who at that time was name Courtney and she grew up in Raeford, North Carolina",1
Please let me know if he does the Pizza Santa bit again.,1
"On top of that, my name is Bob.",1
This is a difficult situation. You need to retaliate by flirting with other men.,1
No one really cares because she is very dishonest!,1
"Yes, simply convert them into mp3 files.",1
Are you sure that you do not want one?,1
Do it in a manner that nobody would get hurt in.,1
That depends on who I am with.,1
By investing hard work into myself it has given me the ability to achieve what I want more easily.,1
"Yes, I just read that Sutherland signed a contract for three more years. Congratulations to you.",1
Anything is superior to Paris Hilton.,1
I would much rather be answering the questions on Yahoo.,1
"Additionally, I wish for you to also be beautiful.",1
"He waits. Chuck Norris once shot a German plane down with his finger, by yelling, Bang!",1
It is not at all incorrect.,1
"Try Google.com, search for eMule v1.1g.",1
You should inquire whether he likes men.,1
I am in a relationship with him.,1
They would not make a one million dollar suitcase that obvious.,1
"For example, ""Hey, I want to see that movie, too!""",1
"And remember, if you ask him out, you should then pay for the date.",1
"It's on the left side, below the big squares, good luck to you!",1
Five is what you began with.,1
Throw it off a cliff. How do you kill a blonde?,1
"It may seem funny but trust me, they are in there.",1
(All of the sudden) After he had put her through schooling.,1
"Puzzles should be puzzles, and errors should be errors.  There are only two errors.",1
You seem very interesting.,1
I need one for a guy I like.,1
"The company New Line Cinema produced ""Teenage Mutant Ninja Turtles.""",1
"Beck is the artist behind the songs ""Sea Change Zutons, Who Killed the Zutons Supergrass and Supergrass is 10"".",1
Is Attica Prison in the town of Attice?,1
No one cares that his voice cracked. Play on Bob.,1
"If you like him and enjoy being with him, you should pursue a relationship.",1
You must have very large hands or the elephant must be very small.,1
The song appears on the 1997 album Carrying Your Love With Me.,1
It is bad enough he has a girfriend. If he gets engaged then my life is over!,1
"And all skinny, with bad teeth.",1
"Nothing, people just die because of it; my great grandfather was killed in the second World War.",1
"Personally, I don't like it all bald.",1
My first question is what is a ramp model?,1
He is no good if he flirts with you while he as a girlfriend.,1
"If you do not know the answer to a question, do like I do and search the internet.",1
It is not only men.,1
He is always saying sweet things to me and about me to others.,1
She also thinks she is being attractive.,1
It only matters how you use it and not the size of it.,1
Do you mean that I am feeling well so we should continue to dance?,1
i finally found someone by showing much patience and spending much time.,1
I once had a bathroom emergency where I couldn't hold in my bowel movements.,1
"I've read the books, and seen all the movies. I'm a big fan.",1
"Lee has the lotus technique to his advantage, but Sasuke has the sharingan so it will be a close call.",1
"Have her send you a picture first, and then send her your picture.",1
Haven't you heard of this move?,1
Yes. It is called being in college with no life.,1
"I do not know, I am simply wearing what other rock musicians wear.",1
You need to learn to type.,1
Is it possible that I am showing my ignorance?,1
"THIS IS TRUE, ESPECIALLY WITH THE KIND WOMEN WHO AREN'T AS INTERESTED IN LOOKS.",1
She will start abusing your boys physically.,1
"It will take place the second Sunday in August, the 13th.",1
"If you have an issue, you should sit down and discuss it.",1
"Presumably not many people are acquainted with that term. Thus, ""bro"" would be more sufficient.",1
Why would you want to do that?,1
It would be best to ask someone who used both of them.,1
"Tell a companion, then question that female.",1
I have been working out and eating more.,1
It could be that the person is not very smart.,1
You  think that you want to have sex with your bf.,1
"I felt filthy walking around with dirt spread all over my pants, thighs, and feet.",1
IM GLAD THAT YOU HAVE FOUND SOMEONE THAT MAKES YOU TRUELY HAPPY.,1
I tend to talk for about 5 hours a day.,1
"Yes, sometimes I think about the color blue because I am sad.  Do not worry, it is normal to think that way.",1
"I saw a photo of her when she was 12, and they looked like that then!",1
Find out her side of things and then make your decision.,1
I saw the movie. I have no clue!,1
"As for myself, I'm very partial to downloads.",1
I believe that it sounds like you have some very busy friends.,1
Have you been to Vegas lately?,1
"Just ignore him if he talks to you, and allow your friend to like him.",1
"In the meantime, let's all act responsibly.",1
I am adverse to this idea and do not want to think about it again.,1
A few artist were there.,1
"Beautiful, rich, caucasian kids problems don't make for good TV.",1
I surely do not. haha!,1
The smufs and another show called Rattle and Roll.,1
"I am unsure of the correct name, perhaps its The Pussycat Babes?",1
"Variety is the spice of life, even women are aware of that.",1
The little girls sing Oooeee Sharkey.,1
"Alright, I was joking!  We are thinkers and therefore we get brilliant, unique ideas that others cannot even fathom.",1
"I enjoy not having to worry about paying bills and rent, but I'm also tiring of the situation.",1
You should research it and find and answer.,1
I am able to imitate a chicken.,1
Do not base your relationship on money or material items.,1
We might disagree with you so much that it seems we may bite your head off.,1
In my opinon you are less than desirable.,1
My boy friend's foot size is 14. You are 13?,1
"If you do good things, you will find good things.",1
A lot of morons to buy the albums.,1
"Whether it is 6000 miles as mine is, or 6 miles.",1
"I know it doesn't sound like it make sense, but it will work.",1
I wondered and have not found an answer.,1
"I would eliminate them both, and be single.",1
They might not do it because women are like elephants.  They never forget!,1
Ask him to dinner with you and your parents.,1
Tell her to run from it or else you will tell the wife and everyone else about her.,1
Did you pack a lunch or take the bus?,1
"Peter Pan is just a little girl or boy, not even a man yet.",1
When a female is doing a good job as a wife and mother she has higher self esteem.,1
It should be an interesting movie.,1
Tell them about your other partners. That will do it pretty quickly!,1
Do not get married just to enjoy sex because that will not work.,1
"No, I do not work for them.",1
It is the best two thumbs up.,1
I like humor and she likes to dance.,1
Her father sings. That doesn't make her special.,1
"They have better songs, and are better in person.",1
Life is hard before you die.,1
"When a woman kisses you, what does she do to sexually stimulate you the most?",1
I don't know whether DC or Marvel created Batman.,1
Dreaming In Red by The Calling,1
I did that when I was aged 10 1/2.,1
He told me he couldn't travel with her.,1
I do not known if that can be proven.,1
Donde estan los ladrones?,1
"The man is sick, he is gone.",1
"Learning from a book is easier. The internet can be overwhelming, with information you might not want.",1
"Your mother is so fat, she got hit by a parked car!",1
Honestly I would have to say it may sound bad but let's deal with it.,1
They placed her in jail where she waited which made her upset.,1
You can also watch her in Reno 911.,1
"Your mother has very yellow teeth. When she walks outside, people often mistake it for the sun.",1
"She is an arabian super star singer. She's got many successful songs like 'ya salam,nos nos'.",1
Attempt to put an add in the newspapers in New York or California.,1
Learn to not talk like a guy.,1
"Find it on the left side, under the large squares.  Good luck!",1
How do I know when I am in love?,1
The man doesn't always have to make the first move.,1
Keep on looking and the right guy will come into your life soon.,1
"There is no sense in crying over spilled milk, after the fact.",1
Give Palmela and her five sisters a phone call.,1
The truth is if your parents did not love you they would have put you out.,1
She has lost a few pounds.,1
If you had blonde hair it would be more likely.,1
How can someone think you are odd because you listen to the Beatles?,1
"I believe it is ""Get down, hit the floor"" by Twista ft.Pitbull.",1
"Tom Petty stared in The Heartbreakers, The Gufs, Yellowcard, Maroon 5, and Pat McCurdy.",1
We have no way of knowing if Hitler also murdered him.,1
Not all women are decent human beings.,1
It may be Queen. I would go check to see.,1
I am sometimes attracted to men who rebel because of how they make me feel as a girl.,1
I would call for a revolt by Simpson fans against a live movie.,1
This is an unintelligent question. Do not answer the question.,1
"It is a good idea to let him think that he is manly, even if he is not.",1
"No, and I am not planning to do so.",1
"Sex on the beach, bloody mary, and tonic blaze.",1
I love to occasionally watch Whinnie The Pooh with my little siblings.,1
It depends on the guy.  Who he is and what he likes.,1
They have most tabs and chords on LearnSongs.com.,1
I don't know if Bun B is part of it.,1
You pump your arms in the air.,1
I am pleased by the fact that Justin is now part of I Hate Kate.,1
"I believe that dee- down no one cares about others, and they prefer to wallow in self-pity.",1
"I love him and they band, they are amazing!",1
Take a look at Yahoo.com.,1
"Yes, he is a black individual what prompted that query???",1
Inform her of your feelings and be persistent.,1
"Steven King's book, ""The Body"" was made into a good movie.",1
Jesus prevails over Satan.,1
It depends on if the man truly likes the woman or not.,1
If you are handsome then most women in that age range will be attracted to an older man.,1
You'll be sure of it when he finds it hard to look away from you and always finds reasons to talk to you.,1
"If that were correct, then you would not need our help.",1
She said that she did drugs like crack or speed.,1
"I assumed that with a chin like that, she must be a man!",1
I am willing to pay.,1
Purchase anime episodes on www.animestreams.com,1
"Using ""people talk"" is probably the very best way to start a conversation with a woman.",1
If you would like to speak with me about this.,1
"Come right out and inquire if he is going.  If he says he is not, act like a spoiled child who has been denied something they want.",1
"No, I cannot identfy anything wrong with that.",1
Why are you not happy for yourself?,1
Not one person here is going to know it.,1
I can't do anything like that because my children are hellions.,1
"Man: ""Do you want to hear a joke?""",1
Whenever I try to hang out with her she never responds to me.,1
"The boy, however, is a talented actor.",1
Never depend on a guy.,1
"If you need help, you are more than welcome to e-mail me.",1
You are probably talking about a porn movie that you saw.,1
"Some women want old corpulent men, as long as they're wealthy.",1
"If you want a riddle, here you are.",1
One year my wife surprised me with a getaway to the Poconos.  It was wonderful.,1
"The last time I heard about them, they were getting together again.",1
They are women who are attracted to other women.,1
Do not stay in a relationship if you have knowledge that it is not going to work.,1
"I am a girl, but trust me, I know about this.",1
I think you need to start family therapy right away.,1
What was the return address?,1
"He is allowed to have a friend that is a girl, but no girlfriends because that is definitely a violation of marriage.",1
I really like Ace because he is so attractive to me.,1
Yes. They're never going to get out.,1
"Video game and cartoon characters engaged in sexual activities together, so you have a chance of it happening as well.",1
"IT MAY SEEM AS IF IT IS A BIG DEAL NOW, BUT IN THE FUTURE YOU WILL FIND IT DOESN'T REALLY MATTER.",1
You have nothing to lose because the formulation of this plan already ensures your doom.,1
"Then one day, he simply stopped calling.",1
They will be quite unsure of where they are.,1
"Keep your mouth closed and do your job, because what other people do is none of your business.",1
On the basis of which I can assure you you are doing wrong or right.,1
I have always followed my heart and now is it leading me to you. What do you think?,1
Perhaps you should leave a post on either myspace.com or i-bands.net.,1
I am attempting to find a wealthy partner whilst working as a Greeting Associate at Walmart.,1
"I would try going to albums.com, but before .com put the artist's name.",1
"I think you should read ""He's Just Not Into Me"".",1
You are not a bad person at all.,1
One is 'Teddy Bear' by Red Sovine.,1
"When you care about the person, and the person is all you think about, then you are in love.",1
I am 17.  My question is: Is that legal.,1
"My favourite book is wrtten by J.K. Rowling and is called ""Harry Potter.""",1
Identify another individual you would be infatuated with,1
"Trust me, I am not flirting with you!",1
"I love rap, pop, and rock.",1
"Here in Canada, Soca is quite popular.",1
"I didn't enjoy it because of the profanity, so if you watch it and don't like it, then don't say I didn't warn you.",1
The occasion upon which she requests your completion of a task and you see the task through to completion without a typically manifested complement of lamentations.,1
I think he's trying to manipulate me.,1
Guys will like if it they asked for it and girls will like it most of the time.,1
"The song is titled ""I'm so Sick"" by Flyleaf.",1
I have enough of her being way too spoiled.,1
The reason is because it makes us extremely nervous.,1
I am a scientologist and I do not mind.,1
"My best advice is to stand out, be yourself, be fun, but do not be shy or annoying.",1
"Fantasizing in an inappropriate place, for example while in a church, is considered inappropriate.",1
"Yes, I know many children like this; does anyone else see my point?",1
"However, she must accomplish that on her own.",1
I need help with this one.,1
It is Da doe ron ron ron.,1
"Your mom is so old, her social security number is 23.",1
"It is La Mas Violenta, Dale, Perreame Con Rabia, also known as Metele Con Rabia.",1
"More than likely, what you are remembering is the one where they had to watch out for the Duke.",1
I definitely like Gangs of New York and Daniel Day-Lewis gives one of his best performances.,1
Entertainment is not necessarily fair.,1
"As you get older, dating only gets better.",1
That is not nice and you should end it.,1
The answer is Chris (if he is in fact the bald man) and Ayla.,1
"Then the second midget said, ""Nope, I could not get on the bed!""",1
"After reading your answer, I can't imagine that going down any other way.",1
"I did watch this season's ""Bachelor,"" because Travis is pretty cute!",1
The Flying Pickets were popular in the 1980's.,1
"First watch his behavior, then decide after.",1
"I agree, it is a great movie",1
They work well together and are best friends.,1
"Calm down yourself and start again please, you make me fell confused when you said ""The Rock""",1
"I think the guy who sang ""Thong Song"" also did.",1
Are you just going to sit there speaking illiterate sentences?,1
"Because I am a guy, yes, kiss the girls, make out with them, it is normal.",1
"Is it English, Hindi, Arabic, Pakistani, or another type of music?",1
"Yes, the above people are right, the answer is Creep and No Surprises.",1
"All of Taylor's songs were successful, but hers were not.",1
Meet for drinks at the SNCO or O'Club.,1
"Yes, it does for my girlfriend.",1
I would look up the sermon on the mount.,1
The actor Tom Hanks is a really excellent at acting.,1
"However, if you employ the services of a professional, using it is compulsory.",1
What is your relationship with her?,1
I do not know what you enjoy.,1
I believe you have watched too many vampire films.,1
"How controlling a wife are you, anyway?",1
There is nothing else that you have to do.,1
Indeed he is a terrific person.,1
I am a huge fan of Nina Simone.,1
Do not wait until things get worse.,1
"When I stated that the individual was heavy, I did not mean slightly overweight- I meant obese.",1
"Additionally, as well, an individual to accomplish the more imposing assignments (yuk yuk)",1
"Your mother is similar to a toilet in that both of them are of wide girth, white, and emit a displeasing odor.",1
Please don't take that it is the last one.,1
"This being said, it does not mean that looks are not an important aspect.",1
I heard some guys like licking his armpits; disgusting!,1
I think the man is running this country intothe ground!,1
About whom do you think before you go to sleep at night.,1
"If you do that, you'll score major points.",1
I am positive that someone will love you one day.,1
I do not have any resemblance to that!,1
"Clowns are not funny, they are creepy and scary.",1
"I am a sci-fi/anime nerd, so now you know why I ask.",1
And then you can select which instrument expresses your emotions and feelings the best.,1
"Yes, that is my mother.",1
I received two points on Opera Ghost and I hope to earn ten.,1
"Finally, I asked him is he still loves his ex, that he has a baby with, and he responded.",1
I like to purchase Veggie Tales videos for my kids.,1
"I'm not sure, but I'm going to research it. I'm laughing out loud.",1
"The songs are ""Fat Pat"" by 25 lighters, ""I'd Rather Fuck You"" by Lil' Scrappy, ""Money in da Bank,"" by Spice 1-187, and ""Proof Z-Ro"" by Pain.",1
"He is believed to be extremely talented at holding his liquor. If this is true sister, please let me know.",1
Perhaps something is wrong with your media player.,1
Nene York City presents a false atmosphere.,1
I think Kelly Clarkson is better than Carrie Underwood.,1
Intimacy is at it's best when you are with someone who also loves you.,1
Monica ate of the cookies she was supposed to share with her brothers and sisters.,1
"You know, you should not worry about it that much.",1
"I had never heard of it until yesterday, but now I am addicted to it!",1
I feel misunderstood. I would love to meet someone and spend some quality time with them,1
How come almost all guys are mean?,1
What would be the outcome if you were in sixth grand and had a boyfriend in seventh grade?,1
"If she appreciates art, then take her to a museum or gallery.",1
Please vote for the number one response.,1
"I agree, though it is rather frightening.",1
Zombie Song is excellent.,1
He wants to settle things with me but he is unfaithful.,1
"Pull yourself together, and carry on!",1
Maybe you need to take some time to grow up.,1
Why would you have sexual relations with someone if you knew they were married?,1
I pursue men kind of aggressively and it works for me.,1
Just type their name into Google search.,1
"She screams again, ¨Can you hear me?¨",1
Some guys just want to have a girl who is younger.,1
All he can do is say no.,1
He is not very attractive.,1
They love pink floyd and there is a real little music scene.,1
"I do not really think so, it depends on what size you are.",1
My former partner ended the relationship.,1
I do not understand your previous statement.,1
"They always say opposites attract, so why don't you give it a shot?",1
The song is Jeebz's Got it by Motley Crue,1
He says that he still likes me but is not ready for a relationship.,1
That's a mystery that I'm trying to figure out myself.,1
Ciara's height is 5'7 on bare feet while Joss Stone is 5'9,1
Do not make me laugh right now,1
Make up can make celebrities look silly.,1
I constantly wonder if it would actually be enjoyable.,1
"I cannot be sure but I think the song is by Snikerpimps and is called ""Take Me Down Six Underground""",1
How to define a child because they are not old and definitely not young but they may be a teenager.,1
"I do not think it means either one, but everyone uses slang differently than everyone else.",1
"By the way, those with bipolar disorder tend to talk a lot.",1
I am 23 years old and I was introduced to a person through my friend. I love it.,1
It is good to see that pumping iron has not kept you from learning the basics in life.,1
"I suggest saying you want to see it, too, but have no one to go with.",1
"A truer statement has never been spoken than love can make one a hostage, are you interested in repeating it?",1
That is how it is in California.,1
You could have just searche for it.,1
How will I know when I am in love?,1
It is not too soon.,1
"I think it depends on gender, for a male I would say 14 and for a female I would say 17.",1
The K Mart is Waterbury has that item at a reasonable price.,1
I am extremely virile and sensual.,1
Flowers are a good gift.,1
Should I feel bad for seeing him? I mean he did cheat on me with her.,1
Don't worry; I'll take care of you..,1
"If you want a funny story, check out Love Hina.",1
Certainly. It is your choice what you would like to display.,1
I like Dan Browne's books as well.,1
What are you attempting to say?,1
"Because he was funny, and had a great personality.",1
Tell both of them to get lost.,1
A good match needs to be a friend first because liking the same things is very important.,1
More than half of married couples end in divorce.,1
I believe it is Kingda-kah. I might have spelled that incorrectly.,1
"He is happily married to your mother; that is a laugh, I was fibbing.",1
"Since tuning in on Monday, I only hear music and traffic.",1
I hope your grandchildren can smile now.,1
I suppose there is one more difference in drop-D - the octave.,1
"Yes, he gets naked in The Piano.",1
I am very serious in claiming I would know a woman was determined if she spoke to me in that manner.,1
Mine is Riley. I like The Gangsterlicuious.,1
"Are you talking about the song ""I wanna be loved by you, by you and nobody else but you?",1
"The song, ""That's Good, No That's Bad"", is by Sam the Sham & the Pharoahs.",1
"You can download songs by accessing Limewire and searching for ""R and B.""",1
"But, you have to find it. Do not wait for it.",1
"I've been more busy at work lately,and I'm enjoying life.",1
"Don't you feel ashamed, and dirty?",1
"Yes, I watch it every time it is showing on the television, even if it is an old episode.",1
BB is one of my favorite bands. I love them.,1
It is on leap year date.,1
I am getting married and need to locate a honeymoon destination.,1
He is in 'Kuch Kuch Hota Hai' (good movie) Indonesia.,1
This will be for a lifetime as far as we know.,1
I am not sure what characteristics it will have.,1
"I need to look for his personality and the passion he has for me, or I will cast him aside!",1
I like the episode where Sandy gets shaven by Patrick and Spongebob.,1
I am in one right now and will be for another five months.,1
I do not know who you are referring to but I do like Arash and Darine.,1
Tell her if you find something nice or pretty or if something upsets you.,1
"I do not know the song, but the movie was very nice.",1
"I do not know if there is an answer to that, but there should be!",1
It is shameful and does not reflect well on the Academy.,1
"She is like no other, at least that  is what she claims on her Myspace page.",1
I do not care what it is.,1
"You must let them know that you are interested, either by telling them or my behaving flirtatiously.",1
"You should become a doctor, is there any better job than saving people's lives?",1
"If you tell them that you want a ring, then they will realize that you are single.",1
Let it go being clingy will only drive him away.,1
However I will continue to vote until I can no longer feel my hands.,1
"No, search Yahoo. You'll most likely discover it.",1
Only the fools that paid to see the first were willing to pay for another. Ridiculous.,1
Online relationships should remain online.,1
"It just comes, go with the flow.",1
"It is probably the solo in ""One"" by Metallica.",1
"Overall, I wish they would have lost.",1
"What do you do when you have a friend that is a girl, but you want to make it more?",1
Pokemon is not as well-regarded any longer but Emerald is the best.,1
"Despite not seeing him with any women recently, the content of his music videos suggests otherwise.",1
"1. For no individuals to ever become ill and perish, to only pass away due to natural causes.",1
I also liked Ciara's because it was hilarious.,1
"He turned into Super Man and flew away. The Englishman stood next to him and shouted ""Batman!""",1
I despise Brad after the way he acted.,1
If you are meant to be together reducing your stress will help to get her.,1
"If that is something you would be comfortable with, then go ahead.",1
How can I get his answer to be yes?,1
"Hi, I personally go for the guys that are more forward!",1
"My wife is unaware, and I would like her to stay that way.",1
"If you do not do it, someone else will.",1
"I respect a celebrity that doesn't gamble, is smoke free, and isn't greedy with their money.",1
Why do you want to give up?,1
It feels wonderful but occasionally it can be quite painful.,1
I would like to do that because it looks good.,1
My friend attended college with him.,1
I want you to be cautious of having standards that are too high.,1
Do not scream or the puppet will be destroyed.,1
That's nasty. I wouldn't do it.,1
I think SpongeBob is better than those shows.,1
You should buy other people whatever alcohol you are drinking.,1
The best advice I can give you is to breathe and not dwell on it.,1
"I do like everything, I must admit.",1
I got some money cause I just got paid. God! Now I will be singing that all night.,1
"There may be some embarrassment at first, but it should go away and be forgiven if he is truly a nice person.",1
IM me! My username is my Yahoo! name.,1
"Don't pay any attention to the editor, he is an imbecile.",1
"Is it only me, or is her answer telling you that it is alright?",1
"I prefer Beyonce, even though Jennifer Lopez has a terrific backside.",1
"Your mother is similar to cake mix, fifthteen servings per package.",1
I have not a clue but aren't they a awesome band?,1
The performer that first presented the song Mr. Lonely was known as Bobby Vinton.,1
Could you go to something like a sports club?,1
"If it is so obvious, why do I not know?",1
You can listen to almost any song for free on Yahoo Music.,1
You can tell from outward appearances whether a woman is selfish or not.,1
What on earth do you mean?,1
"I do not know, but that song is very good.",1
"Most important, do not try to be someone of whom you are not.",1
"Good luck, and congrats on the 2 year anniversary.",1
If a woman has an attraction to you she will act shy and will look at you frequently.,1
"Afterwards, fish for ping-pong balls!",1
We can chat. What is your messenger identification?,1
Throw him a surprise party when he comes home.,1
Most of us really are.,1
When I read the introductory question I thought that it would be intellectual or something similar.,1
"On Valentine's Day, do the deed.",1
Billie Joe before he had blond hair.,1
"Second man: ""I know, but I could not help it.""",1
That would be pretty cool.,1
No more than Tim McGraw singing rap.,1
Yes he's cool. Except 'Excuse me Miss' Sucks.,1
"Mr. White, people do not care what your name is.",1
"I agree, I also require a number of sites.",1
"The fourth act of King Lear, Scene six.",1
In that case I would split the money with her.,1
I know people who don't like music. They never want to hear it.,1
I have no idea because I do not like that show.,1
Do what makes you happy.,1
She is not coming out with a CD.,1
"Depending on the love he feels for you, he may marry you.",1
That boy can dress! My best friend thinks that I should give him a chance.,1
"Ask yourself whether or not you would have lied, were you in his position.",1
Don't ask such a question.,1
I am not poking fun at the question.,1
You cannot do it as good as Big Momma.,1
Sean was my favorite before he left the show.,1
Being friends with someone can sometimes be beyond words.,1
My former boyfriend and some of his friends decided to play a prank on me.,1
She was overweight the previous time I saw her.,1
Try their Myspace. It will tell you everything about them. It's great.,1
"Your mother is very slender.  In fact, if she went to a strip club she could be mistaken for the pole.",1
I'm not certain how he feels.,1
Fifteen questions is too much since I'm tired!,1
"Even if you are just friends with someone, you should go out with them.",1
Why did you ask this question three times?,1
If he or she was really bad in bed.,1
She likes to tease.,1
I am sixteen and love you all.,1
You can click on the website below to sample his music. After you have listened to it you can determine if you like it.,1
"While it may not be number one, it is for certain high on the list.",1
There are ways to make it more comfortable.,1
This makes me laugh.  Why are you offering?,1
"I did not know if those exist, but it would be very nice if they did.",1
"Ask the fourteen year old girl, she should know.",1
Still waiting for it to come to the theater where I am at I would like to see it.,1
Yes I know. What happened to your Chuck Norris?,1
"A long distance relationship is one where two people live far from each other, even if you see him.",1
"If you currently own Lime Wire, you can obtain it there.",1
The dream was hilarious.,1
Women don't deserve men who treat them poorly.,1
"Let it go, and only speak about it if he says he wants to.",1
It is possible that you need a hug and some guidance.,1
Without a girlfriend you have no chance.,1
There is not a popular music house.,1
He still tries to avoid me.,1
"Can't wait to give I a chance, whatever it is, I believe.",1
The two of you have been friends and I believe he is interested in being more then just friends.,1
"If you have a girl, then I would worry about something like that.",1
Because they are unintelligent. That is the reason men exist.,1
"I do not know what their operating hours are, however, I can give you their phone number.",1
"Many prefer ice cream or ""gajar ka halwa"" made by mom.",1
"I need to tell you something, it has really been bothering me.",1
"Just remember, it does matter.",1
We have a nineteen year old son.,1
"I find it to be an even less enjoyable situation when children's songs get lodged in your head with lyrics like ""Fruit salad, yummy yummy!!""",1
"Duracell, and a bunny, also known as a rabiit.",1
What if you lose the woman that you love?,1
I am not saying that it is correct but rather that is how it is done sometimes.,1
Sure it depends on where you go.,1
I would appreciate it if you please wait until I read that questionnaire.,1
Hulk Hogan is past NONE right now.,1
"Either Amazon.com, the magazine's website, or your local library.",1
I would suggest you check your spelling.,1
"My opinion is that, any lady that shaves her head is insane.",1
"On the left side, below the big square, is written ""Good Luck""",1
Can you please send more information?,1
"Sometimes it is in their biographies, for example: Stole Cold Steve Austin's real name is Steve Williams.",1
How am I supposed to know? I do not work them.,1
I like Kagura more than I like KYO for many reasons.,1
"Go to a shop that prints t-shirts and have one made that just says ""single"" on the front.",1
If it is at work it is okay.,1
I bet she picks up your things for you as well.,1
We can do PPV next Sunday.,1
"Boy George is, and he is attractive as well.",1
He reasoned that I could go out with Johnny.,1
"You should give it to him as a present, at the least he'll know you like him.",1
Does one thing lead to the other?,1
You can not rewind time.,1
"I really enjoy their song ""Lean Wit It.""",1
"Yes, Vince, I have dominated you.",1
I tried a relationship with someone older; it didn't work.,1
I know that is easy to do with Cakewalk.,1
"No, I have not heard of it. I'm sorry.",1
"MacBeth or Atticus? Tom started Atticus with Mark, and he started MacBeth on his own.",1
She saw a fairy.,1
Sonic would win this one.,1
