text,label
Je suis d'accord mais si l'autre personne ne le veut pas il y a beaucoup d'autres façons de prendre du plaisir.,1
"HOBBI signifie ""mon amour"".",1
"Quoi qu'il advienne, la famille et les vrais amis finiront par te comprendre un jour.",1
"Mais tu ne sais pas que tu es une cousine, tu peux la confondre avec mon amie.",1
C'est collant mais très délicieux!,1
Poursuivez dans votre lancée.,1
"Au milieu de mon salon, tout simplement. Tout se fait sans bagarre.",1
Il ne faut pas réagir de cette façon.,1
Tu empêches tout les personnes de dormir!,1
Je te suggère les clubs sportifs!,1
Je m'interroge sur les raisons qui m'ont amené à boire.,1
Lâchez vos ennuis.,1
Je suis actuellement dans une tranche d'age et une situation similaire.,1
"J'habite à Bordeaux, je suis désolé mais c'est trop loin.",1
"Elle apprécient une longueur dans la norme, mais surtout que ça leur donne du plaisir. La longueur n'a pas réellement d'importance",1
"Bien sûr, c'est sympathique.",1
"Elles apprécient une longueur dans la norme, mais surtout que cela leur procure du plaisir. La longueur a peu d'importance.",1
"Pour être tout à fait exact, l'expression correcte est ""je t'aime moi non plus"".",1
Elle en a décidé autrement.,1
"C'était vraiment très étriqué, tellement en fait que c'était neuf.",1
"Selon la publicité, le plus de produits que tu appliques, le plus que tu en as, donc mets du déodorant.",1
"Par contre, fais attention si tu t'exprime comme tu écris, il risque de ne pas te comprendre.",1
Je ne suis pas un homme.,1
"Tout dépend de votre manière de penser, si vous êtes forte ou non.",1
"Je regrette, mais je ne fais jamais marche arrière.",1
L'expérience que vous avez vécue va vous permettre de mûrir.,1
"J'espère que tu trouveras quelques réponses. Sinon, seul le gynécologue pourra répondre.",1
"Contrairement à leurs propres complexes, les filles s'accommodent assez bien de celles des autres.",1
Ne manque pas ta chance avec l'amour et surtout dit-lui ce que tu ressens.,1
Un fantasme doit rester de l'ordre de l'imaginaire.,1
"Selon moi, faire l'amour, car il s'agit d'un art que l'on pratique.",1
"Ce qui les intéressent pour la plupart, heureusement pas pour tous, c'est le fait que tu sois métisse.",1
Je te parie qu'il est Algérien.,1
"Naturellement, si besoin.",1
"Clique sur ton avatar qui se trouve en haut à gauche, puis, va dans ""mes questions"".",1
"Bien sûr, je comprends pleinement.",1
S'il pense toujours à son ancien partenaire c'est qu'il l'aime encore!,1
"Mourir pour l'être que l'on aime, tout donner sans rien recevoir en retour, sans même demander quelque chose en retour.",1
Ne le fais qu'à une seule reprise !,1
L'amour est plus fort que tout mais il a ses limites !,1
Ce n'est pas de l'amour.,1
"Etant très égoïste, je choisirais la deuxième option.",1
"Vous devriez aussi tenter d'autres manières de faire l'amour, ne restez pas cantonné à la position du ""missionnaire"".",1
"Tu es juste normal, il n'y a pas de problème.",1
"Son cœur, et son corps.",1
"En effet cela me semble tout à fait plausible, en tous cas je ne vois pas pourquoi ça ne le serais pas.",1
Vous devriez essayer d'interroger des moteurs de recherche Canadien!,1
"Lorsque tu vois une femme cordiale, sympathique, élégante et intelligente.",1
Les imbécillités des autres personnes.,1
Quoi qu'il en soit vous serez dans l'erreur.,1
"Elle a présumé que vous vouliez faire évoluer votre relation vers un nouveau stade, ce qui est la raison pour laquelle elle s'est distancée.",1
"Mais, au moins, ça permet d'éviter de regretter d'être sorti avec un homme qui n'avait absolument pas les mêmes projets que toi.",1
Continue sur cette voie!,1
À l'époque on appelait ça des espions et on les fusillait en temps de guerre!,1
C'est à la fois original et utile !,1
"Je te fais cadeau des femmes laides, vieilles, stupides et pauvres.",1
"Énumère-les, ou alors fournis ton numéro de téléphone pour que l'on puisse t'appeler.",1
Boire est un mensonge qui te poursuit !,1
Il faut arrêter de croire au Père Noël.,1
"C'est fort triste, votre mari doit certainement vous aimer.",1
Il est être plus expressif dans vos sentiments amoureux au quotidien.,1
"Le bien être que vous ressentez en agissant de la sorte, est la raison de vos actions.",1
Il n'est pas nécessaire d'avoir un téléphone portable pour vivre.,1
Dis-toi alors que qui ne tente rien n'a rien.,1
"Oui, c'ette idée est super!",1
"Agis comme si tu étais célibataire, sans bien sûr fréquenter d'autres hommes!",1
"Tu ne pourras pas le lui dire sans la blesser. De plus, les filles transforment toujours ce que les garçons disent.",1
C'est triste mais souvent on se rend pas compte de la chance que l'on a.,1
"En toute honnêteté je suis très vieille, du moins en ce qui concerne mon état d'esprit.",1
"Je te conseille de renoncer et d'en chercher une autre, plus sûre.",1
"Avez-vous essayé la colocation, compte tenu du fait que le bail ne sera pas à votre nom, cela devrait être plus simple.",1
"Pour moi, je suis maman et grand-mère mais c'est difficile d'une fille si jeune à une telle vie.",1
"Moi, j'ai seulement rencontré des hommes sincères!",1
"Tu est une femmes qui dispose de plusieurs atouts, mais vas-y avec douceur.",1
C'est un secret que l'on se partage entre garçons.,1
"Désolé, c'est bien trop loin pour moi car j'habite à Bordeaux.",1
"Soit tu tombes à chaque fois sur des idiots, soit tu es trop exigeante.",1
"Cette année est un voyage au soleil. Ce matin,",1
Je trouve également tout cela étrange et me demande ce qui se cache derrière.,1
Ceci étant dit je reste fermement opposé à la chirurgie.,1
Avant on appelait cela des espions et ils étaient fusillés en temps de guerre !,1
"On n'a qu'une seule vie, profites-en!",1
J'espère pour vous que votre partenaire aura la virilité que vous souhaitez !,1
Comprenez bien que même si vous évoluez vous restez fondamentalement le même !,1
Tu vas être incapable de supporter cela.,1
"Malgré ta souffrance, tu restes là, tu prends des coups, et tu t'étonne de ne pas être aimée en retour!",1
Est-ce que tu m'aimes ?,1
J'aimerais que le Père-Noël vienne m'offrir une baguette magique.,1
Je le fais très souvent à ma femme mais elle ne me rétribue pas de fellation pour autant.,1
Vous trouverez ce que vous cherchez sous peu.,1
Bonne chance à tous les deux. Ça me fait plaisir de te lire.,1
"Ceci dit, je serais d'avis qu'il serait adorable s'il daignait porter une jupe.",1
"Relax, ça va passer vite!",1
"Salut, je t'assure qu'il n'y a pas que les mecs qui ont cette impression !",1
"C'est comme cela, pour ma part je préfère ne pas me marier afin qu'il n'y ai pas de divorce!",1
"Pourriez-vous écrire la question en français, car je ne l'ai pas bien comprise?",1
"Si nécessaire, passe un week-end tout seul.",1
"Si tu te respectes, sépare-toi de lui.",1
Je crois qu'il y a des souvenirs qu'il faut essayer d'oublier définitivement.,1
Il se pourrait que les femmes coquines n'aient pas envie que vous les trouviez.,1
"L'important, c'est qu'il soit séduisant, beau gosse, gentil, sympathique et généreux. C'est tout.",1
Je n'y vois aucun intérêt pour moi c'est non.,1
En ce qui me concerne je suis très soumise.,1
Tu ferais mieux de te concentrer sur les jeunes de ton âge !,1
"Si tu est convaincu qu'elle ne doit pas y aller, tu dois avoir des arguments.",1
"Ne sois pas déçu; personnellement j'apprécie les hommes chauves, avec un t-shirt blanc par dessus un corps bien musclé!",1
"C'est devenu, de nos jours, un sujet tabou.",1
Dans la mesure où elle aborde cela sérieusement.,1
"Ce qui compte, c'est de pouvoir choisir le partenaire le plus adapté.",1
"À cette époque, nous les appelions des espions et les abattions en temps de guerre.",1
Tu reprendras peut-être tes esprits si ta tête tape contre un mur.,1
Nous pourrions dire qu'il est recommandé de mettre les mémoires en pause afin de pouvoir les stocker paisiblement en réserve.,1
Et avant tout il est primordial que vous vous fassiez soigner.,1
Un lubrifiant personnel est nécessaire si tel est le cas.,1
"Ceci dit, si vous êtes vraiment motivé, vous devriez être en mesure faire cela quelques part.",1
"D'après ma chère conjointe, il est inutile de poser une question à laquelle on connait déjà la réponse.",1
Cela a plus d'inconvénients que d'avantages.,1
Je suis contente que tu sois de retour avec nous.,1
Ou deux ans après.,1
Je sais de quoi je parle. Crois-moi !,1
"D'après la publicité, plus tu mets de déodorant et plus tu en as donc il faut en mettre beaucoup.",1
Il n'est pas bon de cultiver des arrière-pensées,1
Cela est également vrai!,1
Laisse de côté tes inquiétudes et va-y.,1
Il faut leur raconter la vérité.,1
"Hélas, il n'y a pas solution miracle.",1
"Prenant en considération le fait que je suis très égocentrique, j’opterai pour la seconde option.",1
"Il n'y a rien à comprendre. Cherchez-en une autre, une de perdue, dix de trouvée!",1
"Si j'aime globalement les conditions dans lesquelles je vis, j'aimerai néanmoins changer de localisation.",1
Habille-toi avec la tenue qui te met le plus en valeur.,1
Je n'arrête pas de me poser la question !,1
"Tu as un comportement sain, il n'y a aucun problème.",1
"Pas encore, mais bon.",1
"Ton cousin est certainement sympathique, mais le ménage à trois n'est pas pour moi!",1
"Sans pour autant dire que j'adore ma propre compagnie, je dois bien admettre que j'apprécie le fait d'être seule.",1
Ça peut fonctionner si l'un des deux est très égoïste et imbu de sa personne.,1
"Si tu n'as pas envie, laisse-moi faire.",1
Malheureusement je l'ignore.,1
Tu dois me dire.,1
Je préfère connaître la personne avant de coucher avec.,1
"Et quant à la soif, ce mensonge te poursuit.",1
"Dans ce cas, j'aimerais bien le savoir.",1
Je vais t'aider à la faire.,1
Son cœur et son corps.,1
"Si tu n'a pas été correct avec eux, dis leur que tu vas changer.",1
Je suis terrifié par les hauteurs.,1
Soit tu tombé sur des idiots soit tu es trop exigeante.,1
Ce n'est pas avec ce type de réflexion plutôt enfantine que l'on avance.,1
"Je suis plutôt satisfaite de ma vie, je changerais juste la ville où j'habite.",1
Je ne me suis jamais engagé à faire une action que je ne voulais pas sincèrement effectuer.,1
Tu vas sur les Champs-Élysées vers huit ou neuf heures du soir et tu tends un billet de cent euros en l'air!,1
Cela fait bien longtemps que l'infidélité est en existence.,1
Il y a des choses que tu peux dire à ta meilleure amie mais pas a ta copine.,1
J'en doute fort.,1
Je trouve sa honteux.,1
Cela est surement très bien expliqué sur le site. Cherche un peu !,1
"Après tout, on ne vit qu'une fois.",1
Tu devrais essayer de montrer un billet de cent euros sur les Champs-Élysées vers huit ou neuf heures du soir.,1
"Ce n'est pas du tout normal, je pense la faire suivre par un psychiatre ou dans une hôpital Psychiatrique.",1
"Ce qui est le plus important dans ce genre de relation difficile à gérer, c'est de ne pas mettre de pression.",1
Je n'y participerai pas car je suis exactement dans la même situation !,1
"Délaisse cette option, ta situation actuelle est meilleure.",1
Tu te trouves dans de beaux draps !,1
Mais la tête et le cœur luttent souvent l'un contre l'autre.,1
Gardez à l'esprit que la volonté vous donne la capacité !,1
Je n'ai pas encore rien de prévu!,1
"Oui, si cela vient naturellement.",1
Pour savoir si l'on est toujours séduisant.,1
Cela commence quand on veut se libérer.,1
Tu pourrais la confondre avec mon amie si tu ne sais pas qu'on est cousins !,1
"Personnellement, cela me chagrinerait profondément.",1
"Cependant, tout dépend de ton caractère, si tu es forte ou non !",1
J'adore Pink mais j'aime Madonna plus encore.,1
"C'est exact, bien qu'il n'y ait qu'un pas, ça n'est pas la même chose.",1
Il faut clore ce chapitre de ta vie.,1
"En fait, il n'y a pas d'explication.",1
"Ou bien alors ""La Mer Noire"", comme dans l'émission ""Question pour un champion"".",1
Écris-lui un poème !,1
"Au sein de notre couple, nous nous complétons mutuellement.",1
"En toute honnêteté, je dois admettre que je n'en ai pas la moindre idée.",1
Ils ont une différence d'âge de 26 ans et cela fonctionne toujours aussi bien.,1
"Prends garde, elle t'observe.",1
C'est nous qui allons être triste si tu nous laisses!,1
Le but est justement de ne pas voir.,1
Il est nécessaire d'avoir le désir de changer positivement autrement personne ne sera en mesure de vous secourir; je vous souhaite bonne chance.,1
Nous n'avons pas le choix: nous ferons l'achat pour nos enfants et nous nous arrangerons avec les conséquences.,1
"Quoi qu'il arrive, elle n'a rien à perdre.",1
Je suis malheureusement dans la même situation.,1
Et ça commence quand on veut se libérer.,1
"Ma chère amie, tu es vraiment différente!",1
Je n'y trouve rien d'hors du commun.,1
Je suis très patiente.,1
"Selon moi, le fait de rester soi-même est un gage de réussite.",1
"Si il a discuté avec toi, il prenait le risque de se compromettre.",1
J'aime mieux les cheveux court.,1
J'ai bien peur que l'on ne nous prenne pour des abrutis si nous utilisons cela.,1
Vous devez vous séparer de lui.,1
"Je te remercie du fond du cœur. Ma petite sœur se prénomme Élisabeth et sans toi, j'aurais oublié son anniversaire.",1
Tu es une personne qui apprécie avoir des relations intimes.,1
La polygamie est illégale!,1
J'aimerais tellement te réconforter.,1
"Qui plus est ensuite, vous aurez pour obligation d'être vous-même, en effet vous ne serez pas en mesure de prétendre éternellement.",1
Il n'est pas permis de s'y rendre avant l'âge de 13 ans !,1
Il ne faut pas que vous fassiez la même erreur !,1
"Lorsque tu aura un amoureux, tu vas savoir si c'est le bon.",1
"Bien que l'amour ne puisse pas se résumer aux relations sexuelles, ces dernières y contribuent substantiellement.",1
Il est bon d'avoir des doutes!,1
"Pour une période déterminée, je pense que c'est oui.",1
Je réponds à ta question par une autre: pourquoi les hommes ont-ils une libido plus grande que celle des femmes?,1
Les cheveux courts sont une meilleure option.,1
"Si il n'a pas oublié son ancien copain, c'est qu'il l'aime encore.",1
C'est plus sage être certain avant de prendre une décision.,1
"Si ta conjointe n'exprime pas de plaintes, il est inutile de te droguer avec des médicaments.",1
"J'ai vécu ma dernière histoire d'amour avec une fille très intelligente qui était très ouverte sexuellement, c'était extraordinaire !",1
"Il est inutile de t'empresser. Au moment venu, tu oublieras tes chagrins d'amour.",1
"Tout peut arriver dans une histoire d'amour, vis donc pleinement cette relation. Le plus important est de ne pas en souffrir et de ne pas faire souffrir l'autre.",1
Je ne crois pas qu'il soit possible d'entretenir une relation amoureuse par Internet.,1
"C'était très étroit. Et si c'était très étroit, alors c'était neuf.",1
Il se pourrait qu'il en soit ainsi car vous essayez de vous faire passer pour quelqu'un que vous n'êtes pas.,1
"Écoute-toi, puis parle.",1
Ce sont des enfants très taquins.,1
Allez voir un site internet dédié à ce sujet.,1
"J'ai vécu la même situation, j'ai connu ma mère pour le première fois lorsque j'avais 37 ans.",1
Tu es trop excité cette nuit!,1
"Elles le font, ce n'est pas une question à se poser.",1
"Bonjour, la norme dites-vous, c'est peut-être dans le respect que l'on peut la trouver.",1
Concentre toi sur les jeunes de ton âge!,1
"Non, ceci dit vous devriez essayer vous-même.",1
"Tu te poses trop de questions chérie, reste toi-même.",1
"Il est impossible de porter un jugement sur soi-même, ce qui importe vraiment, c'est l'avis des autres à votre sujet.",1
"Voici la réponse de ma chérie : ""quand tu le sais, tu ne te poses plus la question"".",1
Ne lui demande pas de te dire si elle t'aime ou non.,1
"Même sans en arriver là, je ne les jugerais pas négativement.",1
Je te trouve bien trop excité ce soir!,1
L'intérêt de la majorité d'entre eux porte sur le fait que tu sois métisse.,1
"Si vous avez un doute, c'est qu'il y a un problème!",1
Bien sûr que oui!,1
Tu ne pourras pas le supporter.,1
C'est tellement plus simple lorsqu'on cherche vraiment.,1
"Bien que l'on dise que l'amour surpasse tout, force est d'admettre que ce n'est pas toujours le cas.",1
Dans le moment certains mots peuvent causer de l'excitation.,1
Je n'ai aucune idée!,1
Son institution est très ancienne dès après l'époque médiévale.,1
"C'est le sommet de la montagne que tu dois atteindre, mais n'oublie pas que toute la montagne en vaut la chandelle.",1
Je ne pense par qu'il faille chercher l'âme sœur.,1
"Certainement, le mal est déjà fait alors ne te retiens pas!",1
"Et en dépits de votre souffrance, vous restez de la sorte impassible et violentée, ne soyez pas surprise de ne pas être aimée en retour.",1
Parce que généralement la personne s'attend à un début de dispute et non à un pardon.,1
La différence c'est qu'il me semble ne pas être aussi chanceux que vous !,1
"C'est une bonne nouvelle, la terre est ronde et elle tourne.",1
C'est une façon de ne pas perdre le Nord!,1
"Il vous aime et ne veut pas que vous souffriez, mais il a l'impression de le faire, donc il ne restera pas longtemps.",1
"Depuis très longtemps, juste après le moyen age.",1
Vous devriez peut-être accepter de voir que votre amour n'est pas encore au niveau de confiance qui vous permettrait de tout vous dire.,1
Le choix du bon partenaire est le plus important.,1
"Et bien, moi je m'en vais !",1
"Si tu es homosexuel, et pas bisexuel, aucune femme ne pourra te donner une érection.",1
C'est la question que je me pose et je n'ai toujours pas de réponse. Je cherche en moi mais je ne trouve pas.,1
"On appelle ça une ""bouff-party"" parce que ça commence toujours par de la bonne nourriture.",1
Il y a vraiment des gens qui n'en n'ont rien à faire qui s'ennuient.,1
Vous devez faire plus d'effort chaque pour lui faire savoir que vous l'aimer.,1
En posséder plusieurs n'est pas dans mes habitudes.,1
Apprenez plutôt à voir le bon côté des choses.,1
Fais comme tu le penses.,1
Cela est surprenant.,1
Peux-tu nous expliquer plus en détails ?,1
Tu trouveras la réponse sous peu!,1
Vous êtes comme je suis tout en étant comme je désirerais être.,1
"Je suis sérieuse, il faudrait consulter un médecin.",1
Vous devez vous accepter et vous estimer à votre juste valeur.,1
Je serais surpris qu'il n'y ait eu aucun contact entre eux depuis dix ans s'ils se sont remis en couple.,1
Tout est possible mais tu dois faire attention !,1
"Hélas, je suis dans la même situation que toi",1
Cela laisse grandement à désirer.,1
"Naturellement, si nécessaire.",1
Les relations intimes ne sont pas l'unique chose que représente l'amour mais cela y contribue grandement.,1
Cela serait pour savoir si nous sommes toujours attirants.,1
Bravo à tous ceux qui auront réussi à comprendre ce galimatias.,1
"Tu devrais essayer une autre position où tu seras plus à l'aise, par exemple toi au-dessus en le chevauchant.",1
Il faut faire attention à ce que l'on mange sinon c'est la catastrophe.,1
On veut les noms!,1
"Pourquoi ne pas lui en parler, voire le menacer? Je l'ai déjà fait avec succès.",1
À partir du moment où tu ne violes personne c'est bon.,1
"Quand je vois toute la violence au Journal télévisé, ça me stress.",1
"J'ai de la pitié pour Rosette car elle était obligée de passer à l'acte, c'est vraiment dommage.",1
Demande de l'argent à leur chef d'État.,1
"Cette fille, tu ne l'as mérite pas.",1
"Que de soucis, arrête plutôt de dormir.",1
Ce qu'il te dit ne sont que des mensonges.,1
"On ne trouve pas l'amour. Avec un peu de chance, il nous tombe dessus.",1
"Je crois qu'il faudrait voir un psychiatre, ou du moins la faire suivre par un psychologue car cela est très anormal.",1
Il est dommage que ce soit moi car je suis dans la même situation.,1
"C'est la personne en qui j'ai le plus confiance. De plus, on parle beaucoup et l'on se dit tout!",1
Remets-toi en question et essaie de voir ce qui a pu l'offenser!,1
Je te souhaite bon courage!,1
"Dès lors que tu restes fidèle à ce que tu es, une évolution n'est pas obligatoirement synonyme de changement, sois-en assuré.",1
"C'est des choses qui arrivent lorsqu'on aime, profite de cette relation en sachant qu'il est important de ne pas souffrir ou faire souffrir son partenaire.",1
"Quasiment, si ce n'est la divergence dans nos goûts musicaux, entre autre le Métal que j'affectionne et elle non.",1
