text,label
"Fortunati coloro che hanno un lavoro e non chi è in pensione, io frequento il 1° anno della scuola superiore.",1
"Secondo me dovresti terminare i tuoi tentativi, perché secondo il mio parere non si convertirà.",1
"Se senti di essere pronta e vuoi che il tuo ragazzo sia il primo, fai pure come senti.",1
"Potresti limitarti a dire ""Ti va se ci vediamo una sera""?",1
"Alle volte ci impieghiamo 30 minuti, all'infuori dei preliminari.",1
"Lo studio lo paragono all'inferno, pulire è un purgatorio, quando invece esco e mi diverto sono in paradiso.",1
Privilegia la modalità in primi.,1
Mi spiace ma non ho avuto ancora il tempo di poterla leggere.,1
"Anche per me. Infatti sono quasi dieci anni che, nonostante io abbia altre storie, penso sempre a lei.",1
Ridono di voi assieme alle loro amicizie.,1
Non è da molto che sono diventato ragazzo.,1
Ti ha informato o meno se t'ama?,1
Come sempre mi dimostro un'altruista.,1
Sono assolutamente in sintonia con te,1
"Nel caso in cui una persona dica che l'amore non esiste, è solo perché essa non ha mai incontrato la persona adatta per farle provare il suddetto sentimento.",1
"Tu ti sentirai più disinvolto, lei capirà che ti fidi di lei e anche lei, a sua volta, si fiderà di più.",1
"Devi solo credere che ciò un giorno si verificherà, e solo allora succederà veramente.",1
Utilizza un messaggio semplice e diretto rivelandogli tutto il tuo amore e il tuo gran desiderio di avere solo lui al tuo fianco.,1
Solitamente noi dormiamo in un abbraccio fino a quando non è il caldo a separarci e ognuno cerca il proprio spazio nel letto matrimoniale.,1
Molte volte sì.,1
Io sono uguale a te.,1
"Purtroppo il suo compagno le è infedele, ma non con la sua migliore amica, bensì con sua sorella!",1
Un disco digitale con l'esibizione live dei suoi cantanti del cuore.,1
Esiste ma solo un innamoramento mutuo e fortissimo porta a fare qualsiasi cosa.,1
Potrei diventare manesca con quello che lo farebbe!,1
"Fintanto che avrà un certo seguito di inetti, non muterà mai l'atteggiamento spavaldo.",1
Basta cercare su Google informazioni sul come aprire un bar e avrai a disposizione molti suggerimenti.,1
"Sono contraria, non è giusto.",1
Ti consiglio di osservare questo sito.,1
Sarebbe bello se tutti fossero così solidali.,1
Non vale certo la pena rovinare un matrimonio e un'amicizia.,1
Ti invio un augurio e un abbraccio!,1
Trova un ragazzo ed esci assieme a lui! Ciao!,1
"Solo il tempo è ciò di cui vi è necessità, la cura più efficace per lenire codeste sofferenze.",1
"Ho una nonna proveniente dalla Puglia che recita spesso questo detto ""Chi si ferma è perduto"".",1
"Ti concedo di farlo, a patto che tu la ami per tutta la vita.",1
"È possibile, ma secondo me il primo amore è sempre il più intenso e sincero.",1
Poi le chiedo se posso abbracciarla.,1
Rispetto alla città di Torino in che zona risiedi?,1
La tua idea di voler cercare Silvia di Sorrento a Napoli non è attuabile.,1
Aspetta che ti venga chiesto da qualcuno che tu ami davvero e ti risulterà spontaneo.,1
"C'è da sottolineare che nonostante il caso ""calciopoli"", è partendo sfavoriti, partita dopo partita sono riusciti a vincere il campionato mondiale.",1
O sta mentendo oppure vorrebbe maggiore fiducia da parte tua. Forse gli poni troppo spesso questa domanda.,1
"Questo è divertente. Dunque, dato che siamo in argomento, ti auguro di ricevere i favori delle stelle.",1
E allora non telefonargli!,1
Abbi il coraggio di dire ciò che cerchi e rivela la tua vera età.,1
"Finché ci saranno persone stupide che la seguiranno (e purtroppo ci saranno sempre), lei non cambierà mai atteggiamento.",1
Penso finirebbe in galera.,1
"Non so cosa sia, ma sono sicuro di non aver preso niente che abbia questo nome.",1
Soffrirai e le causerai dolore perlomeno all'inizio.,1
"Arriva in fretta, senza porti problemi inutili.",1
In realtà sono venuta conoscenza di essere stata una delle due donne che ha avuto nella sua intera vita.,1
"Innanzitutto è necessario comportarsi da persona matura e responsabile, senza abbandonarsi ad atteggiamenti infantili, inoltre accettare la sua decisione e vivere al meglio la propria esistenza.",1
Io credo che ti abbia posto quella domanda perché sei di suo gradimento.,1
Se sai di aver ragione il tempo te ne renderà merito.,1
"Non trovo scritta questa regola, fra quelle della facoltà.",1
"Ritengo sia un'ottima idea, cambia pure.",1
Sicuramente avrà del pesce da darti!,1
"Se l'operatore telefonico che gestisce la Sim è Tim, è necessario richiedere l'invio di messaggi per la configurazione tramite il numero di servizio 119.",1
"Il mio è un consiglio spassionato, ti saluto grande Juanku.",1
"Secondo me è solo una persona con una certa originalità, ma certamente non è stupido.",1
È da due anni che faccio fatica a trovare un lavoro che mi piaccia.,1
Ti abbraccio e auguro una buona fortuna.,1
"Potresti migliorare il suo umore con un regalo, ad esempio una crema corpo profumata, in alternativa anche una cena con tuo padre potrebbe funzionare.",1
"Esatto, qual è il dramma? Appartenete al genere umano, non si tratta di un animale.",1
Ritengo che sarebbe la soluzione migliore.,1
"È accaduto anche a me e non è stato per nulla piacevole, non ne vale assolutamente la pena e sono lieta che appartenga al passato.",1
"Cara, se non ci dici almeno in via generale ciò che gli hai detto, non saremo in grado di aiutarti.",1
Personalmente sono contrario alla violenza sulle donne.,1
È possibile che dipenda dalle lenti.,1
"Inizia con un dito, quindi con due. Usando pazienza e perseveranza; e senza dimenticare un buon lubrificante... Vedrai che accetterà.",1
"Il mio status è quello di coniugato, tuttavia posso introdurti ad un mio amico.",1
Sono davvero sconcertata.,1
"Da lunedì a venerdì, cercando di rimanere sveglia sul divano a guardare i primi 15 minuti.",1
"Se questa donna è davvero importante per te, allora è giusto parlare con lei, aprirle il tuo cuore e confessarle tutto.",1
Non vivere attraverso i ricordi appartenenti al passato.,1
Invero tutti quelli che mi sovvengono a mente sono a pagamento.,1
"La possibilità che ciò si verifichi è molto bassa, perciò potete godervi ciò senza eccessive preoccupazioni.",1
"Ricordo quando ho detto al mio ragazzo che, per colpa del suo atteggiamento, ho perso la compagnia dei miei amici. Anche se la colpa non era la sua.",1
Prova a spiegarle qual è il tuo stato d'animo.,1
"Trovo tu sia anche troppo paziente, lascia che faccia da sola e non interferire, è possibile che ciò la aiuti ad aprire gli occhi.",1
Anche a me una tizia ha rimproverato la mia speditezza.,1
Usa la scusa che vi rivedete dopo tanto tempo e che c'è bisogno di lui per animare la serata.,1
"È proprio quello, il coraggio che vorrei trovare.",1
Lasciami il tuo contatto e la tua età. Verrai ricontattato.,1
Chiedigli di accompagnarti ad un negozio di ferramenta per comprare un trapano.,1
"Puoi consolare te stesso, se io tu ti senti sminuito come uomo io mi sento sminuita come donna.",1
Faresti meglio a procurarti le sostanze psicotrope altrove.,1
"Se è per una vacanza dovresti infuriarti, perlomeno dovevi essere invitato.",1
Vorrei tanto trovare quel coraggio!,1
"Sono nel letto in quanto dormo, successivamente ti fornirò ulteriori delucidazioni",1
"In tutto questo emerge una buona dose di immaturità, evidentemente.",1
"Non sono lesbica, ma faccio sport e nella mia squadra ci sono molte ragazze così.",1
"Suggerimento, oggetto dal costo di circa venti euro.",1
Condividiamo gli stessi gusti.,1
Probabilmente perché dopo averti ascoltato essi fuggono.,1
Ciao! Buona serata e un caro abbraccio anche a te.,1
"Purché si tratti di amore sincero, anche solo una volta all'anno.",1
"Il segreto sta nel non attendere, la persona giusta arriverà nel momento più inaspettato.",1
"Per lo meno puoi dire di averci provato e, comunque vada a finire, non avere rimorsi.",1
"Probabilmente no, perché nessuno ti ha risposto - e neanche io vivo ad Ancona.",1
"Nella maggioranza dei casi, le persone non dischiudono i propri sentimenti per molto tempo.",1
In cosa consiste il divertimento di cui parli?,1
Il mio affettuoso consiglio è di uscire senza la compagnia del tuo partner e recarti presso una scuola al fine migliorare la tua grammatica.,1
"Quanto detto prima decade se i tuoi genitori hanno, come i miei, una mentalità retrograda.",1
"Buongiorno, quella su E-Bay è molto bella.",1
"Oggi a pranzo mangerò rigatoni al pomodoro, insalata e provola affumicata.",1
Devi fare ancora molta strada.,1
"Essendo coetanei e avendo frequentato lo stesso percorso, dovremmo pensare in maniera simile.",1
"Sono a conoscenza del luogo presso il quale si svolgerà il concorso di ""Mister Cervello Fino"", ma non ritengo tu non abbia i requisiti necessari per poter accedere alla competizione.",1
"Siamo coetanei, abbiamo fatto lo stesso percorso, dovremmo pensare in maniera similare",1
E' un inferno quando studio. Un purgatorio quando pulisco e un paradiso quando esco e mi diverto.,1
Valuti lei. Un caloroso saluto.,1
"La mole di pensieri che hai in testa non fa altro che agitarti anche quando non necessario, è possibile che alla base ci sia un fraintendimento.",1
Verifica successivamente come si conclude la serata.,1
Potrebbe darsi che loro sappiano dov'è lei,1
"Credo che piuttosto che il tuo carattere, probabilmente su Y è spiccata la tua età. Ti saluto.",1
"Se sai già che finirà, sei sulla buona strada per uscirne.",1
Ti comprendo molto bene.,1
Sarebbe da stupidi non provare a riottenere la sua fiducia.,1
"Buona fortuna, anche io sto studiando per ottenere la licenza di guida.",1
ritengo che sarebbe necessaria una lunga punizione in penitenziario per consentir loro di comprendere i loro gesti ed il significato del nazismo.,1
"Prova a fargli uno squillo e, se ti risponde, mandagli un SMS e vedi cosa fa.",1
Al momento va bene così.,1
Prima della liposuzione erano cinque centimetri. Ora sono solo tre.,1
Buona fortuna!,1
"Io non commetterò questo errore! Comunque, credo semplicemente che vi sia la volontà di non far ripetere gli stessi errori ai propri figli.",1
Confermo la moltitudine di volte in cui si è verificato tale evento.,1
Ora deve essere così!,1
Il poter immaginare eventi non reali migliora la qualità della vita che tendenzialmente è triste e deludente.,1
"Vi prego di avere pazienza, avevo degli arretrati.",1
Che mi faccia capire quel che la vita si attende da me.,1
"Devi importelo e poi attendere che passi il tempo, a mio parere è l'unico modo.",1
"Se hai pianto per il tuo ex-ragazzo, non credo tu stia poi tanto bene.",1
"In caso non voglia le risponderà: ""non ho capito scusi, può ripetere?""",1
Necessito della tua persona.,1
"Sono decisamente d'accordo con Verdina B., ma penso che tu non ti debba far vedere da lui. Comunque quella di Verdina B. è davvero una bella idea!",1
Dovresti fare una prova anche tu!,1
Continua a sorridere: è sempre la migliore medicina!,1
"Ti auguro di passare un buon venerdì sera di divertimento, ciao!",1
In sostanza è la medesima cosa che cerco io.,1
Direi brillante per la luce che emana.,1
"Ritengo che non sia doveroso da parte sua il doverlo aiutare, tuttavia da un punto di vista morale sarebbe opportuno.",1
"Sono belle le risposte che ti stanando dando, tuttavia non riesco a crederci.",1
Stai soltanto sprecando il tuo tempo!,1
Trovi possibile che ricevo domande tutte uguali da ragazzi e ragazze immaturi e in cerca di attenzione?,1
"Comunque vada a finire, almeno il tentativo è stato fatto. In questo modo non avrà rimorsi.",1
Ora aspetti che sia lui a fare le suo mosse.,1
"Hai perfettamente ragione, non vi sono certezze ma è giusto tentare.",1
Il suo effetto su di me è stato davvero benefico,1
Se non hai voglia di chiederglielo allora non farlo.,1
È una relazione soddisfacente. Tuttavia prova a discutere con lui perché ho l'impressione che per qualche ragione si trovi in imbarazzo.,1
Chiaro che sia così.,1
Dovresti esporlo e mostrarglielo e notare come reagisce.,1
"Nel caso in cui egli non sia a conoscenza del significato di dialogo, sarebbe utile trovare un modo in cui lo possa comprendere.",1
"Vieni, devono porti una domanda.",1
Disgraziatamente no. Infatti a volte mi invischio in questioni rognose.,1
"È probabile, ma sta' attento: probabile, non certo!",1
Pertanto c'è la possibilità concreta di concepire anche immediatamente dopo il ciclo mestruale.,1
Se entrambi vi siete feriti ovviamente non tutto può tornare immediatamente come prima.,1
Fra sei giorni sarà il mio turno di festeggiare il compleanno.,1
"Ti auguro una serena notte Pillo, ci risentiamo domani.",1
Mi piacerebbe molto avere più tempo a disposizione.,1
"Non si può generalizzare con una risposta, si corre il rischio di incorrere in delle gaffes.",1
Non pensare questo. Certamente troverai una ragazza da amare.,1
"Invidio chi lavora, non i pensionati. E io faccio il primo superiore.",1
"La trovo una persona squisita, porgo i miei auguri a entrambi",1
"Forse è semplicemente timido, ma dovresti capire se è quello il motivo per cui parla poco. Se invece fosse solamente sciocco, ti consiglio di metterlo alle strette.",1
Mi rifiuterei poiché non è corretto.,1
Hai ancora molta strada da fare.,1
Ritengo che non sia molto un lasso di tempo pari a tre anni.,1
A mio parere dipende dall'educazione che riceviamo.,1
"Rispondi, perché anch'io lo sono!",1
"In questo momento meno, molto di meno.",1
Ora lasci sia lui a fare la sua mossa.,1
"Ti invito a fare qualche domanda, per scoprire se saprai scandalizzarci.",1
A seconda del momento.,1
Quanto al resto ti faccio i miei migliori auguri. Spero vada tutto bene.,1
La faccio felice trascinandola in disparte.,1
Temo non ci sia nulla da fare.,1
I soldi sono in grado di fare e far ottenere tutto.,1
"Da quel momento, ho intrapreso un percorso interiore.",1
"Ary, posso confermare: essere single ha sia lati positivi, che negativi.",1
Stia serena e dia loro fiducia,1
"Ci sono tante ragazze, devi solo cercare meglio!",1
"A quell'eta, se non sono timidi tentano un approccio diretto. Se invece lo sono usano gli amici come tramite.",1
Purtroppo è proprio così.,1
"Diglielo su Messenger, in modo che ti risponda sicuramente, poi potresti farti coraggio e parlarne con lui anche di persona.",1
"Sfortunatamente sì, e addirittura due volte.",1
"Non ho difficoltà a credere in te e tieni presente questo adagio: ""Fai bene e scorda, fai male e pensa"".",1
Le parole idonee e originali per esprimersi necessariamente devono provenire dal profondo di se stessi.,1
A mio parere il pensiero positivo ti potrà aiutare anche a chiarire la situazione e dissipare ogni tipo di dubbio.,1
All'interno di questa community non è possibile fare attività di spam.,1
Vedrà che ci divertiremo.,1
"Non cercarlo più, gli stai soltanto provocando dolore.",1
"Inoltre, anche se la tradissero non importerebbe, lei avrà sempre se stesso su cui contare.",1
"Indossa qualche abito molto provocante, poi inizia e massaggiarlo, tu sai dove, e poi fa' del sesso orale con lui.",1
Credo sia meglio finirla immediatamente.,1
Perché non ti travesti come l'altra persona?,1
Non dare troppo credito alla gente ed al loro modo di farsi giustizia.,1
"Non mi ha fatto molto piacere, tutt'altro, mi ha reso estremamente nervoso.",1
"Io regalerei una rosa, oppure una conchiglia.",1
"Semplicemente, arriva!",1
Ora lascia che sia lui a fare le sue mosse,1
"No, e non lo farei mai.",1
Lo spam è vietato in questa comunità!,1
"Ciao Nick, io accetto volentieri, contattami. Un saluto.",1
Alla casa pensano altri,1
Buona giornata. Un bacio!,1
"Ma che razza di problemi ti poni, devi vivere male in questo modo.",1
"Dimenticavo di farti gli auguri. Ciao Lory, non riesco a contattarti, forse ho sbagliato indirizzo.",1
Scrivimi per posta elettronica e discutiamone.,1
E tale rammarico è diventato oramai il mio cruccio quotidiano.,1
Non c'è un'età per amare.,1
Successivamente valuta bene come concludere la serata,1
Perseverando troverà ciò che cerca,1
"Nonostante la nostra conoscenza sia scarsa, provo affetto per te, questo dimostra come la felicità possa essere raggiunta attraverso la semplicità.",1
"Buongiorno, l'articolo su eBay è molto carino.",1
Personalmente mi ritengo un uomo dai gusti difficili pertanto è raro che io apprezzi un regalo e consiglio sempre a tutti di non prendermene.,1
Lascia che faccia ciò che vuole.,1
Ho bisogno di te!,1
Inoltre lei mi dà il ritmo.,1
Auguro a tutti una buona giornata.,1
Risulta difficile capire anche solo qualcosa,1
"Deve avere le idee poco chiare, scelga se vuole un rapporto sessuale oppure uno di amicizia. Altrimenti non trovo una spiegazione per le sue domande avventate.",1
Le consiglio di provare anche lei,1
Fai l'eremita dentro casa e ti lamenti che non hai nessuno/a con cui uscire?!,1
"Credo di sì, forse la febbre alta.",1
"Non ci vedo niente di male, a meno che tu non ti faccia condizionare dai proverbi!",1
"Primo classificato Calvani, secondo Chiappucci, terza Marina Occhiena.",1
Non dovresti arrovellarti troppo nelle domande.,1
"Contattami, ti aiuto in privato.",1
"Sei l'ennesimo perenne insicuro, deciditi! Ti auguro buona fortuna.",1
Si tratta di un pensiero amabile. Farò in modo di trasmettere il tuo messaggio. Buona giornata.,1
"Io ritengo che si tratti di una relazione bella, tu prova a parlare con lui, io ritengo che si senta imbarazzato per motivi che non saprei determinare!",1
"Dì a lui che non hai più intenzione di vederlo, senza fornire alcuna spiegazione.",1
"Perdonami l'ignoranza ma potresti spiegarmi cosa significa ""un palo""?",1
"Continua così, poiché un sorriso è la migliore medicina che possa essere somministrata ad una persona.",1
"Per la vacanza arrabbiati, ti doveva invitare.",1
"Il tramonto di ""sguardo"" è qualcosa che mi mette tanta nostalgia, ma anche tanta tristezza per quanto sia una cosa irraggiungibile.",1
3 anni non sono molti.,1
Si possono definire amici coloro i quali non solo ti domandano come stai ma ascoltano anche quello che gli rispondi.,1
Auguro a tutti una buona giornata.,1
Faresti bene ad eliminare i messaggi per i quali tuo marito prova maggior insofferenza.,1
Questo è il mio punto di vista.,1
Ti auguro vivamente di trovarla infine.,1
Sono da poco un giovane uomo.,1
"Per me è indifferente il luogo dove farai la festa, l'importante è che tu mi inviti e che scelga questa come miglior risposta, in ogni caso auguri.",1
Non dovresti stare così tanto attaccato a lui,1
Io credo che la donna abbia più fantasia dell'uomo.,1
Dovresti dirgli semplicemente che lo ami e desideri solo lui.,1
Io la penso così.,1
Altrimenti non comprendo le motivazioni dietro il tuo comportamento.,1
Devi trovare il coraggio e parlare con lui.,1
Ti fornisco un indizio: si tratta di un oggetto il cui prezzo si aggira sui 20 euro.,1
"Non sono mai stata dove si trova ""Cafè solaire"".",1
"È un mio consiglio. Un saluto, mio caro Juanku!",1
In primis la nazionale italiana di calcio,1
"La possibilità esiste, ma ritengo che il primo amore sia sempre il più intenso e sincero.",1
"La distanza può non essere un problema, ma il tempo potrebbe esserlo.",1
"Per il momento gioisci della sua amicizia, il tempo ti dirà come potrà evolvere, magari un giorno potreste anche avere frequentazioni femminili assieme.",1
Non trovi che siano tutti bellissimi? Il nome non è importante.,1
"Io sono presente, il mio indirizzo è visibile. Ciao.",1
"Se si tratta di vero amore, allora anche una volta l'anno.",1
"Da quando ragiono autonomamente, molte persone che credevo essere amici, se ne sono andate.",1
"Se sai già che passerà, sei sulla strada buona per superarla.",1
Ti parlo in qualità di amica del ragazzo.,1
Buona fortuna!,1
"Nell'eventualità in cui tu ritenga che lui sia la persona giusta, non arrenderti e chiedigli se il sentimento è reciproco.",1
"Sì, a 17 anni mi sono recata a New York in visita ad un'amica.",1
Ho l'impressione che qui nessuno si interessi al figlio che arriverà.,1
"Penso che debba fare in fretta a pulire, prima che il pavimento assorba tutto!",1
Sono presente anche io.,1
"Potresti scrivere: ci terrei davvero a poter stare con te, etc.",1
"Negativo, mai successo, detesto profondamente ogni forma di violenza.",1
Tu pensi che non sia in grado di stirare pantaloni e magliette e che vivrà in modo sregolato.,1
Perché non ha niente da desiderare.,1
"Mai avuto regali. Ne da questo governo ne dai precedenti. Ne, per quel che può valere, da Babbo Natale.",1
In un sabato autunnale di alcuni anni addietro voleva farmi percorrere centocinquanta chilometri.,1
Gli uomini non sono fatti tutti in questo modo ed anche le donne non sono tutte delle sante.,1
La tua storia non ha una fine.,1
Un aiuto. È un oggetto che costa più o meno venti euro.,1
Sono presente. Il mio indirizzo è ben visibile. Buona giornata.,1
"Me ne infischio in quanto di fuori ho la bicicletta, o qualcosa di molto simile.",1
Una sera eccitalo con qualche giochino erotico e poi negagli la penetrazione!,1
Ricordo ancora il mio primo innamoramento!,1
"E' curioso che molti, come me, abbiano letto ""finito"" anzichè ""finto"". Io ho finto spesso.",1
"Diviene una cosa davvero speciale se, in particolar modo, lo fai con la persona giusta.",1
Come prima cosa devi fare il possibile per scoprire i suoi gusti in fatto di ragazzi.,1
"L'impegno dell'uomo deve fondarsi su: ascolto, amore, tenacia, lavoro e tempo.",1
"No, si è sparato nei momento in cui ha letto questa domanda.",1
Credo nutra un interesse per te. Lo si capisce dallo sguardo.,1
Sarei davvero contenta se il mio ragazzo fosse in grado di urinare ovunque.,1
"Al momento nelle sale cinematografiche la scelta di film piacevoli è vasta, peccato che le tue amicizie non ti abbiano coinvolta nei loro progetti.",1
"Prova ad osservare meglio, quando sei all'Università Bicocca.",1
"Ti auguro buona fortuna, purtroppo non sapendo molto non ho altri consigli da dispensarti.",1
Penso che tu ti crei troppi problemi.,1
Lasciateli o farete soffrire pure loro. Se vi scopriranno sarà pure peggio!,1
Non mi ritengo omosessuale ma nello sport che pratico vi sono molte ragazze che lo sono.,1
Le persone che hanno troppe cose finiscono con il non apprezzarne alcuna.,1
È cosa buona e giusta che vada così.,1
"Mi piace molto la professoressa dai capelli biondi e gli occhi cerulei che fa parte della trasmissione televisiva ""L'eredità"" che va in onda in fascia pre serale.",1
"IO ho già sofferto di una dipendenza da rapporti sessuali, un saluto.",1
Prima raccolga quante più informazioni possibili su cosa lei preferisca in un ragazzo,1
"Abbiate pazienza suvvia, ero in arretrato.",1
Pertanto ti invito a visitare in solitaria il Giappone!,1
Dal momento che ne ha tanti.,1
Quella che ho fatto domenica con il mio fidanzato!,1
Ben giunto caro Pimpa.,1
Buona fortuna!,1
"Ti consiglio di effettuare una segnalazione formale, se rimasta disturbata tu, pensa cosa potrebbe provare un bambino.",1
"Le paranoie mentali sono utili solo a generare inutili ansie, magari anche infondate, per un qualcosa che probabilmente viene frainteso.",1
"Non ne ho alcuna intenzione, lui è molto simpatico e per di più siamo grandi amici.",1
Assolutamente sì!,1
"Salve, io credo che nasconda una certa paura.",1
"Infine, agisci di conseguenza.",1
Hai preso la decisione migliore.,1
Lui se la ride come un matto mentre va con le altre donne.,1
Non ti do il mio numero di telefono poiché sono fidanzata. Intendo solo divertirmi un poco.,1
"Per I miei interessi, l'uomo depilato è meglio, molto più igienico.",1
Direi che è meglio terminare immediatamente!,1
"Si ho avuto un' esperienza analoga ed è stato spiacevole, inoltre a volte non merita di essere vissuta, in ogni caso appartiene al passato.",1
"Se mi si conduce all'esasperazione non mi tiro indietro, rispondo a tono utilizzando buone e cattive maniere.",1
Una festa in casa con giochi da tavolo e caccia al tesoro. Una serata di poker con molto vino e tanta birra!,1
"Ti poni troppi problemi, poi è normale che tu viva male.",1
"Appena lo trovi gli doni uno sguardo, gli mostri un gran sorriso e lo saluti.",1
"Nonostante i tuoi 43 anni d'età, non sembri comprendere quel che ti sta attorno.",1
Lui ha altre conquiste e se la ride beatamente.,1
Ti porgo i miei auguri.,1
Non lo so se sia normale e forse ho smesso di pormi tale domanda.,1
"Quello che voglio dirti è di sorridere perché la vita comincia proprio a quaranta anni, sta su di morale!",1
Mi apparto con lei e la rendo felice.,1
"Anche a me ciò sta succedendo, tuttavia ignoro, pur essendoci l'interesse.",1
"Se hai pianto per il tuo ex, non mi sembra che tu sia molto a tuo agio in questa situazione.",1
In ogni caso i piccoli regali sono sempre molto graditi.,1
"Non concentrarti sulle cose che non hai, ma su quelle che già possiedi.",1
"Sono altruista, come sempre.",1
Esco nonostante abbia appena scoperto che il ragazzo per cui provo qualcosa è a casa con la febbre.,1
"C'è la possibilità che lui riconsideri le sue decisioni, io farei così.",1
"Forse a mentire sono specialmente gli uomini, tuttavia generalizzare in questo modo mi sembra un pò eccessivo.",1
Temo che non ci sia una soluzione a questo problema.,1
Non vedo nulla di negativo in ciò.,1
"Si, molto, tuttavia pur molto stanca.",1
Come ti capisco!,1
Aspetti che qualcuno che l'ami veramente glielo chieda e tutto accadrà spontaneamente.,1
Farei una simile scelta se in un dato momento avessi difficoltà economiche.,1
Una mia peculiarità è la generosità.,1
Se il tuo operatore telefonico è TIM allora componi il numero 119 e richiedi l'invio dei messaggi di configurazione.,1
Semplicemente arriva.,1
Con chi ce l'avresti Pierino? Io sono qui.,1
Persino per me non sono di gradimento alcuno.,1
"Io prediligo il viso, tuttavia entrambe vanno bene, basta che siano belle.",1
Non ho elementi per motivarne le ragioni ma il tuo non ha alcun senso logico.,1
Esprimile ad alta voce l'amore che provi nei suoi confronti.,1
Se lui non sa cosa sia il dialogo puoi provare a farglielo capire.,1
La coglie eccome!,1
"Mi sembra patetico usare come scusa ""Ti farei soffrire troppo"".",1
"Tu dici che lui sia un po' indietro, forse anche troppo.",1
"Dispiace nel caso in cui vi siano dei soldi, ma nel caso non li abbia neanche tu, stringi amicizia con un'altra persona.",1
"Lasci pure che si sfoghi con le sue precedenti compagne, ma è lei che ama davvero",1
Rimani serena con te stessa e prova a dare fiducia al prossimo.,1
"Solitamente, la sera.",1
